Employee_ID,Department,Job_Title,"Years of Experience",Education_Level,Performance_Score,Projects_Handled,Employee_Satisfaction_Score,Certifications,Skills,Hire_Date
1591,Operations,Engineer,2,Bachelor,1,21,3.05,"Interaction Design Foundation Certifications, Certified Usability Analyst (CUA)","C#;C++;Docker;Angular;ASP.NET;ASP.NET Core ;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;MongoDB;PostgreSQL;Redis",10-10-2021
1592,Operations,Consultant,6,PhD,1,7,4.15,"Apple Certified iOS Developer, iOS App Development Bootcamp","Bash/Shell;Objective-C;Swift;Git;Microsoft Azure;SQLite",05-07-2018
1593,Sales,Specialist,8,PhD,1,11,4.83,"Istio Certification (if available), Cloud Native Computing Foundation Certifications","C;C#;C++;HTML/CSS;Node.js;SQL;Git;Kubernetes;Xamarin;Microsoft Azure;Oracle",06-02-2016
1594,Operations,Analyst,6,PhD,4,5,4.4,"Project Management Professional (PMP), ITIL Foundation Certification",C#;Git,21-10-2017
1595,Engineering,Developer,8,Bachelor,1,46,2.03,"Java Developer Certification, JUnit Certification","Bash/Shell;HTML/CSS;JavaScript;Python;SQL;Git;Django;React.js;AWS;IBM DB2;Microsoft SQL Server;SQLite",22-03-2016
1596,HR,Specialist,9,Bachelor,4,18,2.01,"Oracle Certified Professional, Java SE Programmer, Spring Framework Certification",Python;SQL;Git;Flask;AWS;PostgreSQL;SQLite,05-11-2014
1597,Sales,Specialist,8,Bachelor,1,29,4.45,"JavaScript Developer Certificate, Certified JavaScript Developer",R,14-10-2015
1598,Operations,Consultant,2,Bachelor,3,25,4.18,"Certified Jenkins Engineer, AWS Certified DevOps Engineer ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Professional","C#;HTML/CSS;Java;SQL;VBA;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;MySQL",15-11-2021
1599,Finance,Specialist,6,Bachelor,4,10,2.37,"Atlassian Jira Administration Certification, AgilePM Certification",HTML/CSS;Java;PHP,29-06-2018
1600,Finance,Analyst,0,Bachelor,2,11,3.14,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates","HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;React.js;Vue.js;AWS;Google Cloud Platform;Microsoft Azure",03-05-2024
1601,Operations,Technician,7,Bachelor,5,28,2.55,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates","C#;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Git;jQuery;Vue.js;Microsoft SQL Server;Redis",20-06-2017
1602,Sales,Consultant,0,Bachelor,5,21,2.13,"HTML/CSS/JavaScript Certifications, Front-End Web Development Bootcamp","Bash/Shell;C;Java;Kotlin;Perl;PowerShell;Python;Docker;Git;Kubernetes;IBM Cloud or Watson",03-04-2024
1603,"Customer Support",Developer,5,Bachelor,1,35,1.02,"Apple Certified iOS Developer, iOS App Development Bootcamp","HTML/CSS;JavaScript;Node.js;Objective-C;Swift;TypeScript;Git;Gatsby;React.js;Google Cloud Platform;Microsoft Azure;Firebase;SQLite",26-04-2019
1604,Operations,Analyst,7,Bachelor,3,12,2.26,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates",Bash/Shell;C;C++;Java;JavaScript;Node.js;PHP;Python;Ruby;SQL;TypeScript;Ansible;Docker;Git;Yarn;Angular;Angular.js;Drupal;Express;jQuery;Laravel;Symfony;MariaDB;MySQL;SQLite,15-09-2016
1605,Legal,Developer,8,Bachelor,4,2,4.03,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates","C#;HTML/CSS;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;ASP.NET Core ;React.js;Microsoft Azure;Microsoft SQL Server",20-09-2015
1606,Legal,Specialist,4,Bachelor,1,35,1.15,"HTML/CSS/JavaScript Certifications, Front-End Web Development Bootcamp",Bash/Shell;Python;Git;Flask;Vue.js,13-02-2020
1607,Operations,Manager,4,Bachelor,3,21,2.55,"JUnit Certification, Java Developer Certification","HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Git;Unreal Engine;Express;Laravel;Vue.js;Heroku;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite",28-04-2020
1608,Marketing,Developer,4,Bachelor,5,28,2.11,"Certified Kubernetes Administrator (CKA)/Certified Kubernetes Security Specialist (CKS)/AWS Certified Kubernetes Specialist /Red Hat Certified Specialist in OpenShift ","HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Angular;Express;React.js;Symfony;Microsoft SQL Server;MySQL;Oracle;PostgreSQL",03-04-2020
1609,IT,Consultant,9,Bachelor,1,39,3.29,"Certified Kubernetes Administrator (CKA), Docker Certified Associate","C;HTML/CSS;JavaScript;Node.js;TypeScript;Git;React.js;Microsoft Azure",25-10-2014
1610,Sales,Manager,3,Bachelor,3,13,4.99,"Microsoft Certified: Azure Data Scientist Associate, TensorFlow Developer Certificate","C#;HTML/CSS;JavaScript;SQL;VBA;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft SQL Server",28-09-2020
1611,Finance,Technician,2,Bachelor,1,35,4.83,"Maven Certification, Java Developer Certification",Bash/Shell;Go;HTML/CSS;JavaScript;SQL;TypeScript;Angular;PostgreSQL,09-06-2022
1612,Operations,Analyst,7,Bachelor,3,35,3.45,"AWS Certified Solutions Architect/Google Professional Cloud Architect, Microsoft Certified-Azure Solutions Architect Expert/API Design & Management certifications ",Bash/Shell;C;C++;JavaScript;Python;Git,04-01-2017
1613,Legal,Developer,9,Bachelor,4,9,1.57,"Google Associate Android Developer, Apple Certified iOS Developer","Java;Scala;Docker;Git;Kubernetes;AWS;Couchbase;Elasticsearch;Microsoft SQL Server",06-07-2015
1614,Finance,Developer,4,Bachelor,1,40,1.65,"Google Associate Android Developer, Apple Certified iOS Developer","C#;Dart;Go;Java;JavaScript;Matlab;SQL;Xamarin;Angular;Angular.js;ASP.NET;jQuery;React.js;AWS;IBM Cloud or Watson;Microsoft Azure;Microsoft SQL Server",12-05-2020
1615,Engineering,Analyst,8,Bachelor,3,31,4.28,"MuleSoft Certified Developer, MuleSoft Certified Architect",Bash/Shell;Perl;PowerShell;VBA;Docker;Git;AWS,07-05-2016
1616,Legal,Analyst,8,Bachelor,1,49,4.99,"Nagios Core Administration Certification, Linux Administration Certifications","Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL;Docker;Git;Angular.js;ASP.NET;jQuery;Spring;AWS;DynamoDB;IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite",09-02-2016
1617,Engineering,Consultant,9,Bachelor,1,29,4.49,"CompTIA Network+, Cisco CCNA","HTML/CSS;JavaScript;Node.js;Python;Ruby;SQL;TypeScript;Docker;Git;Yarn;jQuery;React.js;Ruby on Rails;Google Cloud Platform;Heroku;Firebase;MySQL",12-04-2015
1618,Sales,Specialist,8,Bachelor,3,40,2.22,"Cisco CCNA, CompTIA Network+",HTML/CSS;JavaScript;PHP;SQL;Docker;Git;jQuery;Laravel;React.js;Vue.js;AWS;MySQL,07-05-2016
1619,"Customer Support",Engineer,7,Bachelor,3,28,2.8,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates","Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;SQL;Git;Puppet;Express;React.js;Microsoft Azure;IBM DB2;PostgreSQL",10-04-2017
1620,Engineering,Manager,3,Bachelor,4,12,2.42,"New Relic Monitoring and Observability Certifications, AWS Certified DevOps Engineer ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Professional",Dart;HTML/CSS;JavaScript;TypeScript;Docker;Git;Angular;Firebase;MySQL;SQLite,01-10-2020
1621,Marketing,Developer,5,Bachelor,4,47,4.1,"Nexus Repository Manager Certification, DevOps Institute Certifications","Assembly;Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Matlab;PHP;Python;R;SQL;TypeScript;VBA;Docker;Git;Unity 3D;Xamarin;Angular;Django;Drupal;jQuery;Laravel;React.js;Spring;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL",04-02-2019
1622,Legal,Consultant,6,Master,5,23,2.17,"HashiCorp Certified: Nomad Associate, Cloud Native Computing Foundation Certifications",HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Yarn;Express;React.js;Vue.js;Heroku;Firebase;MongoDB;MySQL;PostgreSQL;Redis,21-11-2017
1623,Finance,Developer,0,Bachelor,1,46,3.51,"Notary Security Certifications, Docker Security Certifications","C#;JavaScript;Kotlin;TypeScript;Git;Unity 3D;Angular;React.js;Firebase;MySQL",17-08-2024
1624,Finance,Developer,6,PhD,5,11,2.71,"Octopus Deploy Certification, CI/CD Certifications",Bash/Shell;Java;SQL;Ansible;Docker;Git;Yarn;AWS;Oracle;PostgreSQL,23-07-2018
1625,HR,Manager,1,Bachelor,3,10,3.23,"Red Hat OpenShift Administration Certification, Kubernetes Administrator Certification",Matlab;Python;Ruby;Git;Flask,04-06-2023
1626,IT,Technician,1,Bachelor,5,7,1.25,"OpenStack Administrator Certification, Cloud Infrastructure Certifications",HTML/CSS;JavaScript;Node.js;PHP;SQL;Git;React.js;MongoDB;MySQL,25-02-2023
1627,"Customer Support",Engineer,7,Bachelor,1,33,2.78,"Oracle Certified Professional, Java SE Programmer, Oracle Database SQL Certified Associate",Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;Git;Yarn;Laravel;Symfony;AWS;Heroku;MariaDB;MySQL;PostgreSQL;SQLite,25-06-2017
1628,Marketing,Engineer,6,Bachelor,5,45,1.53,"Oracle SQL Certified Associate, Oracle Database SQL Expert",JavaScript;Kotlin;Docker;Git;MySQL;SQLite,14-10-2017
1629,IT,Technician,1,Bachelor,1,4,4.2,"HashiCorp Certified: Packer Associate, Infrastructure as Code Certifications","C#;HTML/CSS;TypeScript;Docker;Git;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;SQLite",15-07-2023
1630,Marketing,Manager,2,Bachelor,4,38,3.88,"Zend Certified PHP Engineer, PHP Framework Certifications",C;C++;Dart;Java;JavaScript;Kotlin;Node.js;R;Git;Puppet;Django;Flask;React.js;Heroku;Firebase;MySQL;Oracle;SQLite,15-06-2022
1631,Operations,Engineer,6,Bachelor,3,43,4.74,"Microsoft Certified: Azure Administrator Associate, Windows PowerShell Training","Bash/Shell;C;C#;HTML/CSS;JavaScript;Node.js;Python;Git;Unity 3D;AWS",15-11-2017
1632,Sales,Analyst,8,Bachelor,5,18,2.77,"Certified Scrum Product Owner (CSPO), Product Management Professional (PMP)","Bash/Shell;Go;Groovy;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript;Git;Kubernetes;Angular;Angular.js;Express;React.js;Spring;AWS;Google Cloud Platform;Microsoft Azure;Elasticsearch;MongoDB;SQLite",16-02-2016
1633,IT,Consultant,8,Bachelor,1,35,4.46,"CompTIA IT Fundamentals+, Microsoft Certified: Azure Fundamentals, Oracle Certified Associate (OCA) in Java/Python, AWS Certified Developer - Associate",C;Python;Rust;Ansible;Docker;Git,20-04-2016
1634,IT,Analyst,7,Master,4,29,3.59," CompTIA IT Fundamentals+, Microsoft Certified: Azure Fundamentals, Oracle Certified Associate (OCA) in Java/Python, AWS Certified Developer - Associate",Assembly;C;C#;VBA;SQLite,15-09-2016
1635,Legal,Developer,9,Bachelor,5,23,1.28,"Certified Kubernetes Administrator (CKA), Grafana Cloud Monitoring Certification, Prometheus Certified Associate (PCA) ",Assembly;Bash/Shell;C;Go;Python;Rust;Git,18-05-2015
1636,HR,Analyst,3,Bachelor,4,11,2.06,"Puppet Certified Professional, Red Hat Certified Specialist in Configuration Management, AWS Certified DevOps Engineer",Bash/Shell;Dart;HTML/CSS;JavaScript;Python;Docker;Git;Angular.js;Django;Vue.js;Heroku;PostgreSQL;SQLite,30-09-2020
1637,HR,Engineer,4,Master,3,30,4.89,"ISTQB Certified Tester, Certified Python Developer (PCAP, PCPP), Selenium WebDriver with Python Certification",Bash/Shell;HTML/CSS;Java;JavaScript;Python;Git,11-02-2020
1638,Sales,Engineer,0,Bachelor,1,43,4.96,"Microsoft Certified: Python Programming, Google Professional Data Engineer, AWS Certified Developer - Associate, PCAP (Certified Associate in Python Programming)","Bash/Shell;C#;Java;Kotlin;SQL;VBA;Docker;Git;Kubernetes;Spring;IBM Cloud or Watson;Microsoft SQL Server;PostgreSQL",16-02-2024
1639,Marketing,Analyst,7,Bachelor,3,34,2.03,"ISTQB Foundation Level, Certified Software Quality Analyst (CSQA), Certified Software Test Engineer (CSTE)","C#;PowerShell;Python;Git;Microsoft Azure;Microsoft SQL Server;SQLite",04-09-2017
1640,Engineering,Technician,8,Bachelor,1,30,4.1,"Meta Front-End Developer Certificate, React Nanodegree (Udacity), AWS Certified Developer - Associate","Objective-C;Ruby;Swift;Git;Unity 3D;MySQL",27-07-2016
1641,Finance,Developer,2,Bachelor,2,49,4.74,"Certified LabVIEW Developer (CLD), ROS (Robot Operating System) Certification, Siemens Mechatronic Systems Certification",HTML/CSS;JavaScript;TypeScript;Express;React.js;Vue.js;DigitalOcean;MongoDB;MySQL;Redis,14-06-2022
1642,Operations,Technician,5,Bachelor,3,25,3.46,"Ruby Association Certified Ruby Programmer, AWS Certified Developer - Associate","C#;HTML/CSS;JavaScript;Kotlin;Node.js;Objective-C;PowerShell;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;Express;jQuery;React.js;AWS;Microsoft Azure;Firebase;Microsoft SQL Server;Redis;SQLite",16-10-2018
1643,HR,Consultant,7,Bachelor,1,19,1.53,"Salesforce Certified Platform Developer I & II, Salesforce Certified Administrator",C;C++;PHP;Python;Git;Flask;MongoDB;MySQL;Oracle;Redis,23-10-2016
1644,Finance,Manager,5,Bachelor,4,23,1.15,"Google Analytics Certification, HubSpot Content Marketing Certification, SEMrush SEO Fundamentals Certification","Bash/Shell;HTML/CSS;JavaScript;PHP;PowerShell;Ruby;SQL;TypeScript;Docker;Git;Yarn;jQuery;Laravel;Ruby on Rails;Vue.js;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite",10-11-2018
1645,Marketing,Analyst,6,Bachelor,1,27,1.95,"Certified Ethical Hacker (CEH), CISSP (Certified Information Systems Security Professional), CompTIA Security+, OSCP (Offensive Security Certified Professional)",C++;Java;JavaScript;Kotlin;Python;SQL;Ansible;Docker;Git;Kubernetes;AWS;Elasticsearch;Oracle;Redis,07-03-2018
1646,HR,Consultant,3,Bachelor,4,45,2.87,"ISTQB Advanced Test Automation Engineer, Certified Selenium Professional, Test Automation Engineer (TAE) Certification","C#;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;TypeScript;Docker;Git;Xamarin;Angular;ASP.NET;ASP.NET Core ;Microsoft SQL Server;PostgreSQL",01-12-2020
1647,Engineering,Analyst,4,PhD,5,27,3.67,"Red Hat Certified Specialist in Ansible Automation, AWS Certified DevOps Engineer - Professional",Go;Docker;Cassandra,02-02-2020
1648,Sales,Engineer,9,Bachelor,4,26,3.11,"AWS Certified Solutions Architect - Professional, Google Professional Cloud Architect, Microsoft Certified: Azure Solutions Architect Expert","Python;ASP.NET Core ;Microsoft SQL Server;MySQL;PostgreSQL;SQLite",12-08-2015
1649,Engineering,Specialist,2,Bachelor,2,26,1.6,"AWS Certified DevOps Engineer - Professional, Google Professional Cloud DevOps Engineer, Certified Kubernetes Administrator (CKA)",LISP;PHP;Python;Scala;SQL;Docker;MySQL;PostgreSQL;SQLite,23-03-2022
1650,Legal,Developer,0,Bachelor,3,5,3.47,"AWS Certified DevOps Engineer ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Professional, Docker Certified Associate",HTML/CSS;JavaScript;Node.js;PHP;SQL;Git;Laravel;React.js;Symfony;Vue.js;AWS;DigitalOcean;MySQL;Redis;SQLite,19-02-2024
1651,Engineering,Engineer,6,Bachelor,4,14,3.4,"Certified DevSecOps Professional (CDP), AWS Certified Security - Specialty, Certified Kubernetes Security Specialist (CKS)","HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript;Git;Yarn;React.js;Ruby on Rails;Spring;MySQL;PostgreSQL",09-02-2018
1652,Engineering,Specialist,5,Bachelor,3,13,3.02,"Google Professional Cloud DevOps Engineer, Certified Kubernetes Administrator (CKA), AWS Certified Solutions Architect - Professional",Bash/Shell;JavaScript;PHP;SQL;Git;AWS;DigitalOcean;MySQL,28-11-2018
1653,IT,Consultant,4,Bachelor,1,44,2.94,"Google Professional Cloud DevOps Engineer, Certified Kubernetes Administrator (CKA), AWS Certified Solutions Architect - Professional","Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;SQL;Docker;Git;React.js;Spring;AWS;Google Cloud Platform;Oracle;PostgreSQL",05-12-2019
1654,"Customer Support",Consultant,5,Bachelor,3,25,2.48,"Microsoft Certified: SharePoint Developer, Microsoft 365 Certified: Developer Associate",C++;Elixir;Rust;Kubernetes;Terraform;AWS,17-07-2019
1655,Marketing,Analyst,8,Bachelor,1,0,4.48,"Microsoft Certified: Azure Developer Associate, AWS Certified Developer - Associate, Oracle Certified Professional Java SE Developer",C;C++;Java;Matlab;R;Git;Vue.js,25-11-2015
1656,IT,Analyst,0,Bachelor,3,34,2.15,"Microsoft Certified: Azure Developer Associate, AWS Certified Developer - Associate, Oracle Certified Professional Java SE Developer","Python;Docker;Git;Kubernetes;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;MongoDB;PostgreSQL",02-09-2024
1657,HR,Technician,6,Bachelor,2,23,2.15,"Certified Secure Software Lifecycle Professional (CSSLP), OWASP Top 10 Security Testing Certifications","C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Docker;Git;Angular;Angular.js;AWS;Google Cloud Platform;Elasticsearch;MongoDB;MySQL;Oracle",24-03-2018
1658,Legal,Technician,4,Bachelor,2,48,2.89,"Splunk Core Certified Power User, Splunk Enterprise Security Admin",JavaScript;Python;Docker;Git;Kubernetes;Django;React.js;AWS;SQLite,06-02-2020
1659,Legal,Engineer,5,Bachelor,4,30,3.99,"Splunk Core Certified User, Splunk Core Certified Power User, Splunk Enterprise Security Certified Admin","C#;Git;ASP.NET Core ;Vue.js;Microsoft Azure;Microsoft SQL Server",28-08-2019
1660,HR,Developer,3,Master,1,3,2.17,"Microsoft Certified: Azure Data Engineer Associate, Oracle Database SQL Certified Associate",Bash/Shell;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Yarn;Express;Gatsby;jQuery;React.js,22-01-2021
1661,Sales,Engineer,9,Bachelor,4,41,3.94,"Google Professional Cloud DevOps Engineer, Certified Kubernetes Administrator (CKA), AWS Certified Solutions Architect - Professional",HTML/CSS;JavaScript;Angular.js;jQuery,09-07-2015
1662,Legal,Consultant,8,Bachelor,4,30,4.55,"Google Professional Cloud DevOps Engineer, Certified Kubernetes Administrator (CKA), AWS Certified Solutions Architect - Professional","Assembly;Bash/Shell;C;C++;PowerShell;Python;Git;Microsoft Azure",10-02-2016
1663,Legal,Analyst,6,Bachelor,3,42,3.01,"CompTIA Linux+, Red Hat Certified System Administrator (RHCSA), Microsoft Certified: Windows Server Hybrid Administrator Associate","Bash/Shell;JavaScript;Python;SQL;Docker;Git;Django;jQuery;AWS;Google Cloud Platform;Heroku;MongoDB;MySQL;PostgreSQL;SQLite",20-06-2018
1664,Engineering,Engineer,0,Bachelor,1,25,4.57,"CompTIA Server+, Microsoft Certified: Azure Solutions Architect Expert, Red Hat Certified Engineer (RHCE)","Dart;Python;Docker;Git;AWS;Google Cloud Platform;Firebase;MongoDB;PostgreSQL;SQLite",11-09-2023
1665,HR,Consultant,6,Bachelor,4,6,3.31,"JetBrains TeamCity Certification (if available), AWS Certified DevOps Engineer - Professional",HTML/CSS;JavaScript;PHP;Python;SQL;Docker;Git;jQuery;Symfony;MySQL,12-09-2017
1666,HR,Specialist,2,PhD,4,10,4.57,"AWS Certified Cloud Practitioner, Google Cloud Digital Leader, Microsoft Certified: Azure Fundamentals","Dart;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Git;Yarn;Angular;Express;React.js;Symfony;Google Cloud Platform;Elasticsearch;Firebase;MySQL",01-04-2022
1667,"Customer Support",Analyst,7,Master,2,41,4.69,"AWS Certified Solutions Architect - Associate, Google Professional Cloud Architect, Microsoft Certified: Azure Administrator Associate","Go;Groovy;Java;Kotlin;Python;Ansible;Docker;Git;Kubernetes;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis",16-02-2017
1668,"Customer Support",Developer,4,Bachelor,3,49,3.65,"AWS Certified Solutions Architect - Professional, Microsoft Certified: Azure Solutions Architect Expert, Google Professional Cloud Architect","Bash/Shell;C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;Git;ASP.NET;Flask;jQuery;Microsoft Azure;Firebase;Microsoft SQL Server;SQLite",26-07-2020
1669,Marketing,Developer,2,PhD,4,49,3.71,"HashiCorp Certified: Terraform Associate, AWS Certified DevOps Engineer - Professional",Haskell;JavaScript,11-11-2021
1670,"Customer Support",Specialist,0,Master,1,23,3.51,"Microsoft Certified: DevOps Engineer Expert, Azure DevOps Solutions Certification","C#;Docker;Git;Kubernetes;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server",22-05-2024
1671,Operations,Specialist,7,Bachelor,1,37,1.77," IBM UrbanCode Deploy Certification, AWS Certified DevOps Engineer - Professional","C#;HTML/CSS;JavaScript;Git;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server",26-06-2017
1672,Sales,Developer,5,Master,2,23,1.38,"Google UX Design Professional Certificate, Nielsen Norman Group UX Certification, Adobe Certified Expert (ACE)",Kotlin;Git,23-10-2018
1673,HR,Manager,1,Bachelor,2,40,3.85,"Meta Front-End Developer Certificate, AWS Certified Developer - Associate, React Nanodegree (Udacity)","C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;Objective-C;PHP;Python;R;Ruby;SQL;TypeScript;Docker;Git;Unity 3D;Xamarin;Yarn;Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Express;jQuery;Laravel;React.js;MongoDB;MySQL",12-04-2023
1674,IT,Manager,1,Bachelor,4,16,2.65,"Unity Certified Associate: Game Developer, Unity Certified Expert Programmer","C#;HTML/CSS;JavaScript;SQL;Docker;Git;Kubernetes;Angular;ASP.NET;ASP.NET Core ;jQuery;AWS;Microsoft Azure;Microsoft SQL Server",19-12-2022
1675,Finance,Developer,0,Bachelor,5,8,4.26,"Google UX Design Professional Certificate, Nielsen Norman Group UX Certification, Adobe Certified Expert (ACE)","C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;Docker;Git;Xamarin;ASP.NET Core ;jQuery;Microsoft Azure;Firebase;MariaDB;Microsoft SQL Server;MySQL",10-08-2024
1676,Marketing,Manager,6,Bachelor,4,17,4.14," HashiCorp Certified: Vault Associate, AWS Certified Security - Specialty","Bash/Shell;C;C++;Go;Groovy;Python;Ansible;Docker;Git;Yarn;Angular;React.js;Google Cloud Platform;MySQL;PostgreSQL;SQLite",10-07-2018
1677,Marketing,Manager,6,Bachelor,2,23,3.74,"Google UX Design Certificate, Adobe Certified Expert (ACE), Nielsen Norman Group UX Certification","C#;Java;Git;Google Cloud Platform;Microsoft SQL Server;SQLite",26-06-2018
1678,"Customer Support",Technician,2,Bachelor,5,8,1.01,"Meta Front-End Developer Certificate, AWS Certified Developer - Associate, Google Mobile Web Specialist",Bash/Shell;C;C++;Java;Rust;SQL;Ansible;Docker;Git;Kubernetes;DigitalOcean;Cassandra;PostgreSQL;SQLite,11-01-2022
